numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1355,1647,36.000000,1,3,3,1
150.000000,1,1115,2024,96.000000,1,1,1,1
150.000000,1,1158,1829,65.000000,1,2,2,1
150.000000,1,1293,1711,68.000000,1,1,1,1
150.000000,1,1132,2008,40.000000,1,1,1,1
150.000000,1,1068,2891,40.000000,0,1,-1,1
150.000000,1,1095,2659,62.000000,1,1,1,1
150.000000,1,1066,2870,28.000000,0,1,-1,1
150.000000,1,1088,2265,27.000000,1,1,1,1
150.000000,1,1299,1780,59.000000,1,1,1,1
150.000000,1,1088,2166,43.000000,1,1,1,1
150.000000,1,1087,2146,63.000000,1,1,1,1
150.000000,1,1068,2182,32.000000,0,1,-1,1
150.000000,1,1096,1975,47.000000,1,1,1,1
150.000000,1,1064,2339,14.000000,1,1,1,1
150.000000,1,1190,2067,63.000000,1,3,3,1
150.000000,1,1072,2084,28.000000,0,1,-1,1
150.000000,1,1097,1835,41.000000,1,3,3,1
150.000000,1,1077,2206,32.000000,0,1,-1,1
150.000000,1,1097,1842,59.000000,1,1,1,1
